Year,Metric,Correlation,P-value,N,Significance
2017,Vaccine Coverage 2nd Dose (%),-0.14841131016821563,0.04616379087147901,181,*
2017,Year,,,182,
2018,GDP per Capita,-0.07477760420378636,0.3198136974810507,179,ns
2018,Health Expenditure (% GDP),-0.056621728839753006,0.4854948028217554,154,ns
2018,Urban Population (%),-0.10184042228205675,0.17371813567896985,180,ns
2018,Birth Rate,0.07643008875182326,0.30783949298674873,180,ns
2018,Net Migration,-0.07071452794660882,0.34552395535348746,180,ns
2018,Population Density,-0.0800359978496642,0.28550737885650274,180,ns
2018,Political Stability Index,-0.4125409484173815,8.683358600280468e-09,180,***
2018,Household Size,0.055197481870945926,0.46175868242464624,180,ns
2018,Vaccine Coverage 1st Dose (%),-0.22343502293657574,0.002429712585242306,182,**
2018,Vaccine Coverage 2nd Dose (%),-0.17810222537771533,0.016452045958116716,181,*
2018,Year,,,182,
2019,GDP per Capita,-0.07280611581048956,0.3260190054642925,184,ns
2019,Health Expenditure (% GDP),-0.08599900476685708,0.2811014938818765,159,ns
2019,Vaccine Hesitancy (%),-0.1586397033199075,0.03195805077397991,183,*
2019,Urban Population (%),-0.07528662179241932,0.30843352798964935,185,ns
2019,Birth Rate,0.0908980276800535,0.218503893004209,185,ns
2019,Net Migration,-0.028371257413119935,0.7014584195783806,185,ns
2019,Population Density,-0.0740407977670125,0.3165302861550369,185,ns
2019,Political Stability Index,-0.2703814347271548,0.0001974708205562475,185,***
2019,Household Size,0.08813758651873305,0.2328698955034087,185,ns
2019,Vaccine Coverage 1st Dose (%),-0.2709079299838417,0.0001767341941941386,187,***
2019,Vaccine Coverage 2nd Dose (%),-0.17393213366375143,0.01727915490072346,187,*
2019,Year,,,187,
2020,GDP per Capita,-0.33560057923657494,6.369430439238348e-06,173,***
2020,Health Expenditure (% GDP),-0.23315600558430888,0.004346861052801006,148,**
2020,Vaccine Hesitancy (%),0.2195962636874242,0.0036970366875944106,173,**
2020,Urban Population (%),-0.33903595696237665,4.734314867229785e-06,174,***
2020,Birth Rate,0.4209287803894866,7.321391240507438e-09,174,***
2020,Net Migration,-0.00729602977241423,0.9238789083747571,174,ns
2020,Population Density,-0.08142817180592346,0.28545543397503925,174,ns
2020,Political Stability Index,-0.4570521961982372,2.3048455133802765e-10,174,***
2020,Household Size,0.3744390627735088,3.5808308525941687e-07,174,***
2020,Vaccine Coverage 1st Dose (%),-0.27677032620868613,0.00020039692893568256,176,***
2020,Vaccine Coverage 2nd Dose (%),-0.28615582611698537,0.00011808929952839918,176,***
2020,Year,,,176,
2021,GDP per Capita,-0.45632848318794467,4.390388430089299e-09,150,***
2021,Health Expenditure (% GDP),-0.2901069744784964,0.0010315276599663031,125,**
2021,Vaccine Hesitancy (%),0.3124439579257724,0.00010474785279282822,149,***
2021,Urban Population (%),-0.35153144582631246,9.604594828904658e-06,151,***
2021,Birth Rate,0.569981489766294,2.1973853934137375e-14,151,***
2021,Net Migration,-0.08952574434954318,0.2743210379323463,151,ns
2021,Population Density,-0.09584085861379973,0.24175056403897277,151,ns
2021,Political Stability Index,-0.5127221537406381,1.6921178250778375e-11,151,***
2021,Household Size,0.47425552705552104,7.683968380142578e-10,151,***
2021,Vaccine Coverage 1st Dose (%),-0.3474432964635057,1.0811687659614901e-05,153,***
2021,Vaccine Coverage 2nd Dose (%),-0.38479131983808307,9.06108270352144e-07,153,***
2021,Year,,,153,
2022,GDP per Capita,-0.4731848630521927,1.3790153088535566e-10,165,***
2022,Health Expenditure (% GDP),-0.32152808218827383,0.00011360652892917346,139,***
2022,Vaccine Hesitancy (%),0.2516747500755154,0.0011106123796799277,165,**
2022,Urban Population (%),-0.2976805783731363,9.818218927202113e-05,166,***
2022,Birth Rate,0.5714453845825266,8.967892030809218e-16,166,***
2022,Net Migration,-0.19163270343409303,0.013386245135410807,166,*
2022,Population Density,-0.028268725095227695,0.7176979244779709,166,ns
2022,Political Stability Index,-0.4910505731277395,1.8558553810643188e-11,166,***
2022,Household Size,0.5099580892638395,2.2563916360606294e-12,166,***
2022,Vaccine Coverage 1st Dose (%),-0.24834298932393395,0.0011709481972771308,168,**
2022,Vaccine Coverage 2nd Dose (%),-0.33151702115945214,1.1353116366033249e-05,168,***
2022,Year,,,168,
2023,GDP per Capita,-0.3121243080062387,2.908485809068012e-05,173,***
2023,Health Expenditure (% GDP),0.024921125030152844,0.8055922337422048,100,ns
2023,Vaccine Hesitancy (%),-0.24512415397913023,0.001152157248021662,173,**
2023,Urban Population (%),-0.24294768930178975,0.0012373138609552514,174,**
2023,Birth Rate,0.41683749377458806,1.0564484173108267e-08,174,***
2023,Net Migration,-0.07757557899777169,0.3089390832632725,174,ns
2023,Population Density,-0.027207610699875626,0.7215618409814373,174,ns
2023,Political Stability Index,-0.5075720947243169,8.800583773816581e-13,174,***
2023,Household Size,0.3942905432042165,7.31475797133098e-08,174,***
2023,Vaccine Coverage 1st Dose (%),-0.19515633827756781,0.00944261549209448,176,**
2023,Vaccine Coverage 2nd Dose (%),-0.17162856657909195,0.022749648994422954,176,*
2023,Year,,,176,
2024,GDP per Capita,-0.13870018222293218,0.06185812599321701,182,.
2024,Health Expenditure (% GDP),0.04027450479349124,0.6775568574730575,109,ns
2024,Vaccine Hesitancy (%),-0.13903928804019164,0.061943492573003606,181,.
2024,Urban Population (%),-0.14173905730546615,0.055627036362860476,183,.
2024,Net Migration,-0.031353893980893464,0.6735032419809468,183,ns
2024,Household Size,0.15698989409513833,0.033808703333547074,183,*
2024,Vaccine Coverage 1st Dose (%),-0.28572955248859705,8.06328975411131e-05,185,***
2024,Vaccine Coverage 2nd Dose (%),-0.19397465061667826,0.008153782998026823,185,**
2024,Year,,,185,
2025,Vaccine Hesitancy (%),,,55,
2025,Household Size,0.14737693655683123,0.05094816434550636,176,.
2025,Year,,,178,
