Year,Metric,Correlation,P-value,N,Significance
2020,Birth Rate,-0.11002043021181099,0.41099102492312756,58,ns
2020,Net Migration,0.3279444371225403,0.011967354866938859,58,*
2020,Population Density,0.08536518500069225,0.5240374578889676,58,ns
2020,Political Stability Index,-0.19228975249061042,0.14815189879520085,58,ns
2020,Household Size,-0.155134502980715,0.24490821699223678,58,ns
2020,Vaccine Coverage 1st Dose (%),-0.018385051468250056,0.8910466662888656,58,ns
2020,Vaccine Coverage 2nd Dose (%),0.06064904615497963,0.6510879296761078,58,ns
2020,Year,,,58,
2021,GDP per Capita,0.5627026472545378,0.00023564395448843166,38,***
2021,Health Expenditure (% GDP),0.29056900408308345,0.07676724026957203,38,.
2021,Vaccine Hesitancy (%),-0.137032080663156,0.41199668505924025,38,ns
2021,Urban Population (%),0.26954161452869707,0.10173289505038094,38,ns
2021,Birth Rate,0.09281145672702353,0.5794318493138141,38,ns
2021,Net Migration,0.20744428141093513,0.2114082376834589,38,ns
2021,Population Density,0.008944529546740155,0.9574953535648059,38,ns
2021,Political Stability Index,-0.2824407214566795,0.08577877228028963,38,.
2021,Household Size,-0.02580857328634622,0.8777630009943544,38,ns
2021,Vaccine Coverage 1st Dose (%),0.1967256168012802,0.23649265581201928,38,ns
2021,Vaccine Coverage 2nd Dose (%),0.2537326625965885,0.1242584252851678,38,ns
2021,Year,,,38,
2022,GDP per Capita,0.6243707834669545,2.73224813145326e-06,47,***
2022,Health Expenditure (% GDP),0.31802353078587825,0.029372163532420986,47,*
2022,Vaccine Hesitancy (%),0.029192062708999905,0.8455627713316245,47,ns
2022,Urban Population (%),0.44109843542485294,0.0019128901096659662,47,**
2022,Birth Rate,0.047742398743505846,0.7499740178346714,47,ns
2022,Net Migration,0.5868133035463017,1.4567898548033647e-05,47,***
2022,Population Density,0.17754986149494045,0.23249439488890059,47,ns
2022,Political Stability Index,-0.22754714062861459,0.12399108650155612,47,ns
2022,Household Size,-0.08909114321519884,0.551497633091174,47,ns
2022,Vaccine Coverage 1st Dose (%),0.2680256241962989,0.06853105151980315,47,.
2022,Vaccine Coverage 2nd Dose (%),0.20219461989969045,0.17289019401362232,47,ns
2022,Year,,,47,
2023,GDP per Capita,0.4766568464425669,0.0004061498657993548,51,***
2023,Health Expenditure (% GDP),0.07374625618509759,0.6070433401366313,51,ns
2023,Vaccine Hesitancy (%),-0.018584802532815144,0.8970072763072806,51,ns
2023,Urban Population (%),0.16104790668948174,0.25890290538361316,51,ns
2023,Birth Rate,-0.04399833191385503,0.7591708648024421,51,ns
2023,Net Migration,0.24956420465974088,0.07737500970158648,51,.
2023,Population Density,0.08008561008768497,0.5764036664664713,51,ns
2023,Political Stability Index,-0.22532869104557707,0.11188068642313086,51,ns
2023,Household Size,-0.11539782055505277,0.42002731843564345,51,ns
2023,Vaccine Coverage 1st Dose (%),0.1119969838711384,0.43394641442431814,51,ns
2023,Vaccine Coverage 2nd Dose (%),0.08596327670530526,0.5486440484761222,51,ns
2023,Year,,,51,
2024,GDP per Capita,0.4114230652903722,0.001091722657801544,60,**
2024,Health Expenditure (% GDP),0.14189880143836953,0.2794722596415556,60,ns
2024,Vaccine Hesitancy (%),,,60,
2024,Urban Population (%),0.062034665852675946,0.6377377088592502,60,ns
2024,Net Migration,0.16834444435794899,0.19852739706575193,60,ns
2024,Household Size,-0.34140476515268536,0.007593962882625075,60,**
2024,Vaccine Coverage 1st Dose (%),-0.2064470056594589,0.11351416028094463,60,ns
2024,Vaccine Coverage 2nd Dose (%),-0.20668704845349095,0.11308581056964222,60,ns
2024,Year,,,60,
2025,Vaccine Hesitancy (%),,,55,
2025,Household Size,-0.329213852125787,0.014116821728049041,55,*
2025,Year,,,55,
