Code,Country,Year,HIC,BaselineIncidence,InterventionIncidence,Change,PercentChange,InterventionApplied,IncomeGroup,Intervention
KHM,Cambodia,2024,0,37.76,34.672790051834184,-3.087209948165814,-8.175873803383576,1,Lower middle income,MCV1_increase
PHL,Philippines,2024,0,34.56,31.72766806613065,-2.832331933869352,-8.195404901218623,1,Lower middle income,MCV1_increase
CMR,Cameroon,2024,0,29.84,27.38361313721791,-2.456386862782089,-8.231859459697915,1,Lower middle income,MCV1_increase
SDN,Sudan,2024,0,28.78,26.40804147945361,-2.3719585205463893,-8.241690481369519,1,Low income,MCV1_increase
COG,Congo,2024,0,28.74,26.37122745463232,-2.36877254536768,-8.242075662350166,1,Lower middle income,MCV1_increase
SEN,Senegal,2024,0,28.65,26.288395898784408,-2.3616041012155904,-8.242946252032628,1,Lower middle income,MCV1_increase
GNB,Guinea-Bissau,2024,0,25.44,23.334070406875544,-2.1059295931244577,-8.278025130173662,1,Low income,MCV1_increase
KEN,Kenya,2024,0,24.47,22.44133030495915,-2.0286696950408505,-8.290436023835554,1,Lower middle income,MCV1_increase
NAM,Namibia,2024,0,24.42,22.39531277393254,-2.02468722606746,-8.291102481814779,1,Lower middle income,MCV1_increase
CAF,Central African Republic,2024,0,22.14,20.29691335911876,-1.8430866408812427,-8.324691241521762,1,Low income,MCV1_increase
UGA,Uganda,2024,0,21.41,19.625057406130136,-1.7849425938698644,-8.336957467825911,1,Low income,MCV1_increase
VNM,Viet Nam,2024,0,20.84,19.10045755242669,-1.73954244757331,-8.34713266585875,1,Lower middle income,MCV1_increase
MOZ,Mozambique,2024,0,20.39,18.68629977318713,-1.7037002268128705,-8.355567566476287,1,Low income,MCV1_increase
COM,Comoros,2024,0,18.46,16.910023075559682,-1.549976924440319,-8.396408041343026,1,Lower middle income,MCV1_increase
MLI,Mali,2024,0,15.12,13.836052002981605,-1.2839479970183962,-8.491719556943814,1,Low income,MCV1_increase
ZMB,Zambia,2024,0,15.01,13.734813434723044,-1.2751865652769556,-8.495580048424117,1,Lower middle income,MCV1_increase
AGO,Angola,2024,0,14.99,13.7164064223124,-1.273593577687599,-8.496288043222833,1,Lower middle income,MCV1_increase
IND,India,2024,0,14.31,13.090568000350396,-1.219431999649606,-8.521537383934902,1,Lower middle income,MCV1_increase
LKA,Sri Lanka,2024,0,13.33,12.18862439222869,-1.1413756077713106,-8.56245767263877,1,Lower middle income,MCV1_increase
LBN,Lebanon,2024,0,12.75,11.65482103231992,-1.0951789676800807,-8.589638962129342,1,Lower middle income,MCV1_increase
MAR,Morocco,2024,0,10.74,9.80491628504988,-0.935083714950121,-8.706552280646317,1,Lower middle income,MCV1_increase
MWI,Malawi,2024,0,8.31,7.568464277156251,-0.7415357228437491,-8.923414233872752,1,Low income,MCV1_increase
GMB,Gambia,2024,0,6.88,6.252362889794981,-0.6276371102050193,-9.122632415638034,1,Low income,MCV1_increase
TZA,United Republic of Tanzania,2024,0,5.75,5.212366688593416,-0.5376333114065845,-9.35014454603886,1,Lower middle income,MCV1_increase
SYR,Syrian Arab Republic,2024,0,5.43,4.91785449002306,-0.5121455099769401,-9.431777347467923,1,Low income,MCV1_increase
SLE,Sierra Leone,2024,0,5.32,4.816615921764502,-0.5033840782354986,-9.462106733572114,1,Low income,MCV1_increase
NPL,Nepal,2024,0,3.91,3.5189215468138766,-0.3910784531861235,-10.002006475092625,1,Lower middle income,MCV1_increase
MDG,Madagascar,2024,0,3.38,3.031135717931727,-0.348864282068273,-10.321428463253008,1,Low income,MCV1_increase
RWA,Rwanda,2024,0,2.88,2.570960407665548,-0.309039592334452,-10.730541400129216,1,Low income,MCV1_increase
ZWE,Zimbabwe,2024,0,2.16,1.9083079608822504,-0.2516920391177497,-11.652409217874874,1,Lower middle income,MCV1_increase
TLS,Timor-Leste,2024,0,1.43,1.2364520078936294,-0.1935479921063705,-13.534824621876623,1,Lower middle income,MCV1_increase
BGD,Bangladesh,2024,0,1.42,1.227248501688306,-0.1927514983116938,-13.574049175923928,1,Lower middle income,MCV1_increase
JOR,Jordan,2024,0,1.38,1.1904344768670116,-0.1895655231329882,-13.736632110090698,1,Lower middle income,MCV1_increase
TUN,Tunisia,2024,0,1.3,1.1168064272244227,-0.1831935727755773,-14.09181328934504,1,Lower middle income,MCV1_increase
MMR,Myanmar,2024,0,0.55,0.4265434618251547,-0.1234565381748453,-22.44664330043613,1,Lower middle income,MCV1_increase
LSO,Lesotho,2024,0,0.43,0.3161013873612716,-0.1138986126387283,-26.48804944470705,1,Lower middle income,MCV1_increase
BOL,Bolivia (Plurinational State of),2024,0,0.24,0.1412347694601236,-0.0987652305398763,-41.1521793744684,1,Lower middle income,MCV1_increase
LAO,Lao People's Democratic Republic,2024,0,0.13,0.0399962012015643,-0.0900037987984356,-69.23369133015537,1,Lower middle income,MCV1_increase
HTI,Haiti,2024,0,0.0,0.0,0.0,0.0,1,Lower middle income,MCV1_increase
KIR,Kiribati,2024,0,0.0,0.0,0.0,0.0,1,Lower middle income,MCV1_increase
HND,Honduras,2024,0,0.0,0.0,0.0,0.0,1,Lower middle income,MCV1_increase
BTN,Bhutan,2024,0,0.0,0.0,0.0,0.0,1,Lower middle income,MCV1_increase
FSM,Micronesia (Federated States of),2024,0,0.0,0.0,0.0,0.0,1,Lower middle income,MCV1_increase
TJK,Tajikistan,2024,0,0.0,0.0,0.0,0.0,1,Lower middle income,MCV1_increase
SWZ,Eswatini,2024,0,0.0,0.0,0.0,0.0,1,Lower middle income,MCV1_increase
SLB,Solomon Islands,2024,0,0.0,0.0,0.0,0.0,1,Lower middle income,MCV1_increase
PRK,Democratic People's Republic of Korea,2024,0,0.0,0.0,0.0,0.0,1,Low income,MCV1_increase
NIC,Nicaragua,2024,0,0.0,0.0,0.0,0.0,1,Lower middle income,MCV1_increase
