Code,Country,Year,HIC,BaselineIncidence,InterventionIncidence,Change,PercentChange,InterventionApplied,IncomeGroup,Intervention
KHM,Cambodia,2024,0,37.76,34.085505634495554,-3.674494365504444,-9.731182112009302,1,Lower middle income,MCV1_95
COM,Comoros,2024,0,18.46,14.813431061069384,-3.646568938930617,-19.753894576981924,1,Lower middle income,MCV1_95
NAM,Namibia,2024,0,24.42,21.25875357026846,-3.161246429731541,-12.945317075014724,1,Lower middle income,MCV1_95
LBN,Lebanon,2024,0,12.75,9.898631400459283,-2.8513685995407165,-22.363675290340023,1,Lower middle income,MCV1_95
MLI,Mali,2024,0,15.12,12.318571583170414,-2.801428416829585,-18.527965719649853,1,Low income,MCV1_95
SEN,Senegal,2024,0,28.65,26.745167132252604,-1.904832867747395,-6.648631301014821,1,Lower middle income,MCV1_95
MDG,Madagascar,2024,0,3.38,1.9163881632979751,-1.4636118367020248,-43.30212534493263,1,Low income,MCV1_95
KEN,Kenya,2024,0,24.47,23.032351177897688,-1.437648822102311,-5.875148435212243,1,Lower middle income,MCV1_95
MRT,Mauritania,2024,0,69.64,68.47704719534076,-1.1629528046592412,-1.6699494610246572,1,Lower middle income,MCV1_95
UGA,Uganda,2024,0,21.41,20.49901245339833,-0.9109875466016746,-4.254962851926295,1,Low income,MCV1_95
ZMB,Zambia,2024,0,15.01,14.106318899024028,-0.9036811009759712,-6.020526988474023,1,Lower middle income,MCV1_95
GMB,Gambia,2024,0,6.88,6.132966573782894,-0.7470334262171061,-10.858043985555932,1,Low income,MCV1_95
SYR,Syrian Arab Republic,2024,0,5.43,4.724606062755276,-0.7053939372447235,-12.99068024367832,1,Low income,MCV1_95
TZA,United Republic of Tanzania,2024,0,5.75,5.161017086674434,-0.588982913325566,-10.243181101136049,1,Lower middle income,MCV1_95
MWI,Malawi,2024,0,8.31,7.857714267026064,-0.4522857329739365,-5.442668266768878,1,Low income,MCV1_95
TLS,Timor-Leste,2024,0,1.43,1.0077003068923147,-0.4222996931076852,-29.531447068402365,1,Lower middle income,MCV1_95
MMR,Myanmar,2024,0,0.55,0.2700465552641028,-0.2799534447358972,-50.90062630636301,1,Lower middle income,MCV1_95
SLE,Sierra Leone,2024,0,5.32,5.063086064501447,-0.2569139354985532,-4.829209313791805,1,Low income,MCV1_95
BOL,Bolivia (Plurinational State of),2024,0,0.24,0.0,-0.24,-99.99999995833332,1,Lower middle income,MCV1_95
LAO,Lao People's Democratic Republic,2024,0,0.13,0.0,-0.13,-99.99999992307691,1,Lower middle income,MCV1_95
ZWE,Zimbabwe,2024,0,2.16,2.0315430322507235,-0.1284569677492766,-5.94708183996896,1,Lower middle income,MCV1_95
LSO,Lesotho,2024,0,0.43,0.3718691569995363,-0.0581308430004636,-13.518800694638342,1,Lower middle income,MCV1_95
SWZ,Eswatini,2024,0,0.0,0.0,0.0,0.0,1,Lower middle income,MCV1_95
SLB,Solomon Islands,2024,0,0.0,0.0,0.0,0.0,1,Lower middle income,MCV1_95
HND,Honduras,2024,0,0.0,0.0,0.0,0.0,1,Lower middle income,MCV1_95
NIC,Nicaragua,2024,0,0.0,0.0,0.0,0.0,1,Lower middle income,MCV1_95
KIR,Kiribati,2024,0,0.0,0.0,0.0,0.0,1,Lower middle income,MCV1_95
FSM,Micronesia (Federated States of),2024,0,0.0,0.0,0.0,0.0,1,Lower middle income,MCV1_95
HTI,Haiti,2024,0,0.0,0.0,0.0,0.0,1,Lower middle income,MCV1_95
BTN,Bhutan,2024,0,0.0,0.0167386619265714,0.0167386619265714,16738661926.57142,1,Lower middle income,MCV1_95
TUN,Tunisia,2024,0,1.3,1.3191695758593338,0.0191695758593337,1.47458275829686,1,Lower middle income,MCV1_95
BGD,Bangladesh,2024,0,1.42,1.4401697276432992,0.0201697276432992,1.4204033550618924,1,Lower middle income,MCV1_95
TJK,Tajikistan,2024,0,0.0,0.0252127701478405,0.0252127701478405,25212770147.840584,1,Lower middle income,MCV1_95
PRK,Democratic People's Republic of Korea,2024,0,0.0,0.0337575066562348,0.0337575066562348,33757506656.23489,1,Low income,MCV1_95
RWA,Rwanda,2024,0,2.88,2.944946008275097,0.064946008275097,2.2550697316959005,1,Low income,MCV1_95
JOR,Jordan,2024,0,1.38,1.4603428658418391,0.0803428658418392,5.821946799711399,1,Lower middle income,MCV1_95
NPL,Nepal,2024,0,3.91,3.9921868300594654,0.0821868300594652,2.1019649631039203,1,Lower middle income,MCV1_95
IND,India,2024,0,14.31,14.56626891409581,0.2562689140958092,1.790837974102155,1,Lower middle income,MCV1_95
MAR,Morocco,2024,0,10.74,11.035997921535646,0.2959979215356458,2.756032788946833,1,Lower middle income,MCV1_95
LKA,Sri Lanka,2024,0,13.33,13.813745070383847,0.483745070383847,3.6289952766708033,1,Lower middle income,MCV1_95
VNM,Viet Nam,2024,0,20.84,21.39064690002883,0.5506469000288305,2.6422595970546463,1,Lower middle income,MCV1_95
UZB,Uzbekistan,2024,0,40.12,41.50810867370436,1.388108673704366,3.4598920082275826,1,Lower middle income,MCV1_95
KGZ,Kyrgyzstan,2024,0,2005.01,2021.7292873346,16.719287334599585,0.8338755085809423,1,Lower middle income,MCV1_95
