Code,Country,Year,HIC,BaselineIncidence,InterventionIncidence,Change,PercentChange,InterventionApplied,IncomeGroup,Intervention
VNM,Viet Nam,2024,0,20.84,15.553209598499851,-5.286790401500149,-25.368476014754226,1,Lower middle income,HealthExp_1pct
MOZ,Mozambique,2024,0,20.39,15.212140719409884,-5.177859280590118,-25.3941112337652,1,Low income,HealthExp_1pct
COM,Comoros,2024,0,18.46,13.749334193535129,-4.710665806464874,-25.51823297096076,1,Lower middle income,HealthExp_1pct
MLI,Mali,2024,0,15.12,11.217845179845128,-3.902154820154872,-25.807902249530848,1,Low income,HealthExp_1pct
ZMB,Zambia,2024,0,15.01,11.13447278717869,-3.875527212821309,-25.81963499530639,1,Lower middle income,HealthExp_1pct
AGO,Angola,2024,0,14.99,11.11931417033025,-3.8706858296697497,-25.821786722107596,1,Lower middle income,HealthExp_1pct
IND,India,2024,0,14.31,10.603921197483183,-3.706078802516817,-25.898524126421517,1,Lower middle income,HealthExp_1pct
LKA,Sri Lanka,2024,0,13.33,9.861148971909476,-3.4688510280905245,-26.02288843259191,1,Lower middle income,HealthExp_1pct
LBN,Lebanon,2024,0,12.75,9.421549083304624,-3.328450916695376,-26.105497385641332,1,Lower middle income,HealthExp_1pct
MAR,Morocco,2024,0,10.74,7.898108090036094,-2.8418919099639064,-26.460818528281617,1,Lower middle income,HealthExp_1pct
MWI,Malawi,2024,0,8.31,6.056336142950259,-2.253663857049742,-27.11990200989918,1,Low income,HealthExp_1pct
GMB,Gambia,2024,0,6.88,4.972495038286579,-1.9075049617134208,-27.72536281519907,1,Low income,HealthExp_1pct
TZA,United Republic of Tanzania,2024,0,5.75,4.116033186349544,-1.6339668136504564,-28.41681414994852,1,Lower middle income,HealthExp_1pct
SYR,Syrian Arab Republic,2024,0,5.43,3.873495316774453,-1.5565046832255467,-28.66491129276025,1,Low income,HealthExp_1pct
SLE,Sierra Leone,2024,0,5.32,3.790122924108017,-1.5298770758919835,-28.757087892165917,1,Low income,HealthExp_1pct
NPL,Nepal,2024,0,3.91,2.7214404362927787,-1.1885595637072215,-30.39794280503385,1,Lower middle income,HealthExp_1pct
MDG,Madagascar,2024,0,3.38,2.3197370898090366,-1.0602629101909633,-31.36872515265073,1,Low income,HealthExp_1pct
RWA,Rwanda,2024,0,2.88,1.9407716685979592,-0.9392283314020408,-32.61209483921627,1,Low income,HealthExp_1pct
ZWE,Zimbabwe,2024,0,2.16,1.395061462054008,-0.7649385379459921,-35.413821199563806,1,Lower middle income,HealthExp_1pct
TLS,Timor-Leste,2024,0,1.43,0.8417719470858355,-0.5882280529141645,-41.13482887223984,1,Lower middle income,HealthExp_1pct
BGD,Bangladesh,2024,0,1.42,0.8341926386616138,-0.5858073613383862,-41.25403952796705,1,Lower middle income,HealthExp_1pct
JOR,Jordan,2024,0,1.38,0.8038754049647275,-0.5761245950352724,-41.74815905750175,1,Lower middle income,HealthExp_1pct
TUN,Tunisia,2024,0,1.3,0.7432409375709553,-0.5567590624290447,-42.82762018355516,1,Lower middle income,HealthExp_1pct
MMR,Myanmar,2024,0,0.55,0.1747928057543394,-0.3752071942456605,-68.21948985044384,1,Lower middle income,HealthExp_1pct
LSO,Lesotho,2024,0,0.43,0.0838411046636808,-0.3461588953363191,-80.50206866414351,1,Lower middle income,HealthExp_1pct
BOL,Bolivia (Plurinational State of),2024,0,0.24,0.0,-0.24,-99.99999995833332,1,Lower middle income,HealthExp_1pct
LAO,Lao People's Democratic Republic,2024,0,0.13,0.0,-0.13,-99.99999992307691,1,Lower middle income,HealthExp_1pct
HTI,Haiti,2024,0,0.0,0.0,0.0,0.0,1,Lower middle income,HealthExp_1pct
KIR,Kiribati,2024,0,0.0,0.0,0.0,0.0,1,Lower middle income,HealthExp_1pct
HND,Honduras,2024,0,0.0,0.0,0.0,0.0,1,Lower middle income,HealthExp_1pct
BTN,Bhutan,2024,0,0.0,0.0,0.0,0.0,1,Lower middle income,HealthExp_1pct
FSM,Micronesia (Federated States of),2024,0,0.0,0.0,0.0,0.0,1,Lower middle income,HealthExp_1pct
TJK,Tajikistan,2024,0,0.0,0.0,0.0,0.0,1,Lower middle income,HealthExp_1pct
SWZ,Eswatini,2024,0,0.0,0.0,0.0,0.0,1,Lower middle income,HealthExp_1pct
SLB,Solomon Islands,2024,0,0.0,0.0,0.0,0.0,1,Lower middle income,HealthExp_1pct
PRK,Democratic People's Republic of Korea,2024,0,0.0,0.0,0.0,0.0,1,Low income,HealthExp_1pct
NIC,Nicaragua,2024,0,0.0,0.0,0.0,0.0,1,Lower middle income,HealthExp_1pct
