Code,Country,Year,HIC,BaselineIncidence,InterventionIncidence,Change,PercentChange,InterventionApplied,IncomeGroup,Intervention
UZB,Uzbekistan,2024,0,40.12,39.8364098381948,-0.2835901618051935,-0.7068548399912429,1,Lower middle income,PolStability_1sd
KHM,Cambodia,2024,0,37.76,37.49268592724784,-0.2673140727521641,-0.7079292180917802,1,Lower middle income,PolStability_1sd
PHL,Philippines,2024,0,34.56,34.31475520054008,-0.2452447994599254,-0.7096203688056011,1,Lower middle income,PolStability_1sd
CMR,Cameroon,2024,0,29.84,29.62730737864611,-0.2126926213538915,-0.7127768812103847,1,Lower middle income,PolStability_1sd
SDN,Sudan,2024,0,28.78,28.57461782542416,-0.2053821745758419,-0.7136281256953729,1,Low income,PolStability_1sd
COG,Congo,2024,0,28.74,28.534893691340315,-0.2051063086596833,-0.7136614775886212,1,Lower middle income,PolStability_1sd
SEN,Senegal,2024,0,28.65,28.44551438965166,-0.204485610348339,-0.7137368598520952,1,Lower middle income,PolStability_1sd
GNB,Guinea-Bissau,2024,0,25.44,25.25765262942293,-0.1823473705770659,-0.7167742554101776,1,Low income,PolStability_1sd
KEN,Kenya,2024,0,24.47,24.294342377889635,-0.1756576221103643,-0.7178488847962667,1,Lower middle income,PolStability_1sd
NAM,Namibia,2024,0,24.42,24.244687210284837,-0.1753127897151678,-0.7179065917872642,1,Lower middle income,PolStability_1sd
CAF,Central African Republic,2024,0,22.14,21.98041156750554,-0.1595884324944592,-0.7208149615796675,1,Low income,PolStability_1sd
UGA,Uganda,2024,0,21.41,21.255446120475334,-0.1545538795246663,-0.7218770645676997,1,Low income,PolStability_1sd
VNM,Viet Nam,2024,0,20.84,20.68937720978051,-0.1506227902194901,-0.7227581104547378,1,Lower middle income,PolStability_1sd
MOZ,Mozambique,2024,0,20.39,20.242480701337232,-0.1475192986627682,-0.7234884681807002,1,Low income,PolStability_1sd
COM,Comoros,2024,0,18.46,18.32579123179161,-0.1342087682083885,-0.7270247465203767,1,Lower middle income,PolStability_1sd
MLI,Mali,2024,0,15.12,15.008826035790376,-0.1111739642096232,-0.7352775410640737,1,Low income,PolStability_1sd
ZMB,Zambia,2024,0,15.01,14.899584667059797,-0.1104153329402031,-0.7356118117219688,1,Lower middle income,PolStability_1sd
AGO,Angola,2024,0,14.99,14.879722600017876,-0.1102773999821238,-0.7356731152861118,1,Lower middle income,PolStability_1sd
IND,India,2024,0,14.31,14.204412320592471,-0.1055876794075274,-0.7378593948762375,1,Lower middle income,PolStability_1sd
LKA,Sri Lanka,2024,0,13.33,13.231171035538225,-0.0988289644617754,-0.7414025841037815,1,Lower middle income,PolStability_1sd
LBN,Lebanon,2024,0,12.75,12.65517109132244,-0.0948289086775595,-0.7437561464848298,1,Lower middle income,PolStability_1sd
MAR,Morocco,2024,0,10.74,10.659033353609122,-0.0809666463908787,-0.7538793891073073,1,Lower middle income,PolStability_1sd
MWI,Malawi,2024,0,8.31,8.245792208015413,-0.0642077919845878,-0.7726569432468731,1,Low income,PolStability_1sd
GMB,Gambia,2024,0,6.88,6.825654414517879,-0.054345585482121,-0.7899067657170231,1,Low income,PolStability_1sd
TZA,United Republic of Tanzania,2024,0,5.75,5.703447626649198,-0.0465523733508019,-0.8096064930433456,1,Lower middle income,PolStability_1sd
SYR,Syrian Arab Republic,2024,0,5.43,5.38565455397842,-0.0443454460215795,-0.8166748806770323,1,Low income,PolStability_1sd
SLE,Sierra Leone,2024,0,5.32,5.276413185247841,-0.0435868147521594,-0.8193010291605285,1,Low income,PolStability_1sd
NPL,Nepal,2024,0,3.91,3.876137458792231,-0.0338625412077693,-0.8660496472353779,1,Lower middle income,PolStability_1sd
MDG,Madagascar,2024,0,3.38,3.3497926821812567,-0.0302073178187431,-0.8937076277470263,1,Low income,PolStability_1sd
RWA,Rwanda,2024,0,2.88,2.853241006133168,-0.026758993866832,-0.9291317314549608,1,Low income,PolStability_1sd
ZWE,Zimbabwe,2024,0,2.16,2.1382065926239204,-0.0217934073760797,-1.0089540451421646,1,Lower middle income,PolStability_1sd
TLS,Timor-Leste,2024,0,1.43,1.4132411455937113,-0.0167588544062886,-1.171947860497672,1,Lower middle income,PolStability_1sd
BGD,Bangladesh,2024,0,1.42,1.4033101120727496,-0.0166898879272503,-1.175344220146127,1,Lower middle income,PolStability_1sd
JOR,Jordan,2024,0,1.38,1.3635859779889024,-0.0164140220110975,-1.1894218847759506,1,Lower middle income,PolStability_1sd
TUN,Tunisia,2024,0,1.3,1.284137709821208,-0.0158622901787919,-1.2201761675055192,1,Lower middle income,PolStability_1sd
MMR,Myanmar,2024,0,0.55,0.5393101957490751,-0.0106898042509249,-1.9436007725420568,1,Lower middle income,PolStability_1sd
LSO,Lesotho,2024,0,0.43,0.4201377934975336,-0.0098622065024663,-2.293536395389022,1,Lower middle income,PolStability_1sd
BOL,Bolivia (Plurinational State of),2024,0,0.24,0.23144815659926,-0.00855184340074,-3.563268082156972,1,Lower middle income,PolStability_1sd
LAO,Lao People's Democratic Republic,2024,0,0.13,0.1222067878686805,-0.0077932121313194,-5.994778557942087,1,Lower middle income,PolStability_1sd
HTI,Haiti,2024,0,0.0,0.0,0.0,0.0,1,Lower middle income,PolStability_1sd
KIR,Kiribati,2024,0,0.0,0.0,0.0,0.0,1,Lower middle income,PolStability_1sd
HND,Honduras,2024,0,0.0,0.0,0.0,0.0,1,Lower middle income,PolStability_1sd
BTN,Bhutan,2024,0,0.0,0.0,0.0,0.0,1,Lower middle income,PolStability_1sd
FSM,Micronesia (Federated States of),2024,0,0.0,0.0,0.0,0.0,1,Lower middle income,PolStability_1sd
TJK,Tajikistan,2024,0,0.0,0.0,0.0,0.0,1,Lower middle income,PolStability_1sd
SWZ,Eswatini,2024,0,0.0,0.0,0.0,0.0,1,Lower middle income,PolStability_1sd
SLB,Solomon Islands,2024,0,0.0,0.0,0.0,0.0,1,Lower middle income,PolStability_1sd
PRK,Democratic People's Republic of Korea,2024,0,0.0,0.0,0.0,0.0,1,Low income,PolStability_1sd
NIC,Nicaragua,2024,0,0.0,0.0,0.0,0.0,1,Lower middle income,PolStability_1sd
